CZ_LNK_KEY,BASE_YYMM,BILL_ACNT_NO,ENTR_NO,CUST_NO,YY10_AGELV_ID,CUST_AGE,PP_CD,PP_NM,ENTR_STTS_CD,FRST_ENTR_DT,SPPS_AMT,SMLS_STLM_AMT,TOT_BILL_AMT,DP_LOAD_DTTM,DP_LOAD_USER_ID,SEX_DV_CD
120134,202609,BILL-120134,ENTR-VAS-POST-0134,120134,5,59,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120135,202609,BILL-120135,ENTR-VAS-POST-0135,120135,6,60,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120136,202609,BILL-120136,ENTR-VAS-POST-0136,120136,2,25,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120137,202609,BILL-120137,ENTR-VAS-POST-0137,120137,2,26,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120138,202609,BILL-120138,ENTR-VAS-POST-0138,120138,2,27,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120139,202609,BILL-120139,ENTR-VAS-POST-0139,120139,2,28,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120140,202609,BILL-120140,ENTR-VAS-POST-0140,120140,2,29,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120141,202609,BILL-120141,ENTR-VAS-POST-0141,120141,3,30,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120142,202609,BILL-120142,ENTR-VAS-POST-0142,120142,3,31,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120143,202609,BILL-120143,ENTR-VAS-POST-0143,120143,3,32,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120144,202609,BILL-120144,ENTR-VAS-POST-0144,120144,3,33,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120145,202609,BILL-120145,ENTR-VAS-POST-0145,120145,3,34,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120146,202609,BILL-120146,ENTR-VAS-POST-0146,120146,3,35,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120147,202609,BILL-120147,ENTR-VAS-POST-0147,120147,3,36,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120148,202609,BILL-120148,ENTR-VAS-POST-0148,120148,3,37,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120149,202609,BILL-120149,ENTR-VAS-POST-0149,120149,3,38,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,M
120150,202609,BILL-120150,ENTR-VAS-POST-0150,120150,3,39,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-12T23:00:00,synthetic-seeder,F
120201,202609,BILL-120201,ENTR-VAS-POST-0201,120201,2,26,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120202,202609,BILL-120202,ENTR-VAS-POST-0202,120202,2,27,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120203,202609,BILL-120203,ENTR-VAS-POST-0203,120203,2,28,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120204,202609,BILL-120204,ENTR-VAS-POST-0204,120204,2,29,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120205,202609,BILL-120205,ENTR-VAS-POST-0205,120205,3,30,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120206,202609,BILL-120206,ENTR-VAS-POST-0206,120206,3,31,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120207,202609,BILL-120207,ENTR-VAS-POST-0207,120207,3,32,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120208,202609,BILL-120208,ENTR-VAS-POST-0208,120208,3,33,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120209,202609,BILL-120209,ENTR-VAS-POST-0209,120209,3,34,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120210,202609,BILL-120210,ENTR-VAS-POST-0210,120210,3,35,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120211,202609,BILL-120211,ENTR-VAS-POST-0211,120211,3,36,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120212,202609,BILL-120212,ENTR-VAS-POST-0212,120212,3,37,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120213,202609,BILL-120213,ENTR-VAS-POST-0213,120213,3,38,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120214,202609,BILL-120214,ENTR-VAS-POST-0214,120214,3,39,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120215,202609,BILL-120215,ENTR-VAS-POST-0215,120215,4,40,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120216,202609,BILL-120216,ENTR-VAS-POST-0216,120216,4,41,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120217,202609,BILL-120217,ENTR-VAS-POST-0217,120217,4,42,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120218,202609,BILL-120218,ENTR-VAS-POST-0218,120218,4,43,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120219,202609,BILL-120219,ENTR-VAS-POST-0219,120219,4,44,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120220,202609,BILL-120220,ENTR-VAS-POST-0220,120220,4,45,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120221,202609,BILL-120221,ENTR-VAS-POST-0221,120221,4,46,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120222,202609,BILL-120222,ENTR-VAS-POST-0222,120222,4,47,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120223,202609,BILL-120223,ENTR-VAS-POST-0223,120223,4,48,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120224,202609,BILL-120224,ENTR-VAS-POST-0224,120224,4,49,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120225,202609,BILL-120225,ENTR-VAS-POST-0225,120225,5,50,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120226,202609,BILL-120226,ENTR-VAS-POST-0226,120226,5,51,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120227,202609,BILL-120227,ENTR-VAS-POST-0227,120227,5,52,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120228,202609,BILL-120228,ENTR-VAS-POST-0228,120228,5,53,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120229,202609,BILL-120229,ENTR-VAS-POST-0229,120229,5,54,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120230,202609,BILL-120230,ENTR-VAS-POST-0230,120230,5,55,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120231,202609,BILL-120231,ENTR-VAS-POST-0231,120231,5,56,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120232,202609,BILL-120232,ENTR-VAS-POST-0232,120232,5,57,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120233,202609,BILL-120233,ENTR-VAS-POST-0233,120233,5,58,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120234,202609,BILL-120234,ENTR-VAS-POST-0234,120234,5,59,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120235,202609,BILL-120235,ENTR-VAS-POST-0235,120235,6,60,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120236,202609,BILL-120236,ENTR-VAS-POST-0236,120236,2,25,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120237,202609,BILL-120237,ENTR-VAS-POST-0237,120237,2,26,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120238,202609,BILL-120238,ENTR-VAS-POST-0238,120238,2,27,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120239,202609,BILL-120239,ENTR-VAS-POST-0239,120239,2,28,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120240,202609,BILL-120240,ENTR-VAS-POST-0240,120240,2,29,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120241,202609,BILL-120241,ENTR-VAS-POST-0241,120241,3,30,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120242,202609,BILL-120242,ENTR-VAS-POST-0242,120242,3,31,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120243,202609,BILL-120243,ENTR-VAS-POST-0243,120243,3,32,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120244,202609,BILL-120244,ENTR-VAS-POST-0244,120244,3,33,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120245,202609,BILL-120245,ENTR-VAS-POST-0245,120245,3,34,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120246,202609,BILL-120246,ENTR-VAS-POST-0246,120246,3,35,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120247,202609,BILL-120247,ENTR-VAS-POST-0247,120247,3,36,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120248,202609,BILL-120248,ENTR-VAS-POST-0248,120248,3,37,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120249,202609,BILL-120249,ENTR-VAS-POST-0249,120249,3,38,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,M
120250,202609,BILL-120250,ENTR-VAS-POST-0250,120250,3,39,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-13T23:00:00,synthetic-seeder,F
120301,202609,BILL-120301,ENTR-VAS-POST-0301,120301,2,26,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120302,202609,BILL-120302,ENTR-VAS-POST-0302,120302,2,27,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120303,202609,BILL-120303,ENTR-VAS-POST-0303,120303,2,28,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120304,202609,BILL-120304,ENTR-VAS-POST-0304,120304,2,29,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120305,202609,BILL-120305,ENTR-VAS-POST-0305,120305,3,30,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120306,202609,BILL-120306,ENTR-VAS-POST-0306,120306,3,31,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120307,202609,BILL-120307,ENTR-VAS-POST-0307,120307,3,32,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120308,202609,BILL-120308,ENTR-VAS-POST-0308,120308,3,33,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120309,202609,BILL-120309,ENTR-VAS-POST-0309,120309,3,34,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120310,202609,BILL-120310,ENTR-VAS-POST-0310,120310,3,35,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120311,202609,BILL-120311,ENTR-VAS-POST-0311,120311,3,36,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120312,202609,BILL-120312,ENTR-VAS-POST-0312,120312,3,37,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120313,202609,BILL-120313,ENTR-VAS-POST-0313,120313,3,38,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120314,202609,BILL-120314,ENTR-VAS-POST-0314,120314,3,39,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120315,202609,BILL-120315,ENTR-VAS-POST-0315,120315,4,40,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120316,202609,BILL-120316,ENTR-VAS-POST-0316,120316,4,41,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120317,202609,BILL-120317,ENTR-VAS-POST-0317,120317,4,42,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120318,202609,BILL-120318,ENTR-VAS-POST-0318,120318,4,43,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120319,202609,BILL-120319,ENTR-VAS-POST-0319,120319,4,44,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120320,202609,BILL-120320,ENTR-VAS-POST-0320,120320,4,45,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120321,202609,BILL-120321,ENTR-VAS-POST-0321,120321,4,46,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120322,202609,BILL-120322,ENTR-VAS-POST-0322,120322,4,47,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120323,202609,BILL-120323,ENTR-VAS-POST-0323,120323,4,48,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120324,202609,BILL-120324,ENTR-VAS-POST-0324,120324,4,49,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120325,202609,BILL-120325,ENTR-VAS-POST-0325,120325,5,50,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120326,202609,BILL-120326,ENTR-VAS-POST-0326,120326,5,51,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120327,202609,BILL-120327,ENTR-VAS-POST-0327,120327,5,52,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120328,202609,BILL-120328,ENTR-VAS-POST-0328,120328,5,53,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120329,202609,BILL-120329,ENTR-VAS-POST-0329,120329,5,54,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120330,202609,BILL-120330,ENTR-VAS-POST-0330,120330,5,55,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120331,202609,BILL-120331,ENTR-VAS-POST-0331,120331,5,56,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120332,202609,BILL-120332,ENTR-VAS-POST-0332,120332,5,57,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120333,202609,BILL-120333,ENTR-VAS-POST-0333,120333,5,58,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120334,202609,BILL-120334,ENTR-VAS-POST-0334,120334,5,59,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120335,202609,BILL-120335,ENTR-VAS-POST-0335,120335,6,60,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120336,202609,BILL-120336,ENTR-VAS-POST-0336,120336,2,25,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120337,202609,BILL-120337,ENTR-VAS-POST-0337,120337,2,26,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120338,202609,BILL-120338,ENTR-VAS-POST-0338,120338,2,27,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120339,202609,BILL-120339,ENTR-VAS-POST-0339,120339,2,28,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120340,202609,BILL-120340,ENTR-VAS-POST-0340,120340,2,29,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120341,202609,BILL-120341,ENTR-VAS-POST-0341,120341,3,30,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120342,202609,BILL-120342,ENTR-VAS-POST-0342,120342,3,31,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120343,202609,BILL-120343,ENTR-VAS-POST-0343,120343,3,32,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120344,202609,BILL-120344,ENTR-VAS-POST-0344,120344,3,33,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120345,202609,BILL-120345,ENTR-VAS-POST-0345,120345,3,34,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120346,202609,BILL-120346,ENTR-VAS-POST-0346,120346,3,35,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120347,202609,BILL-120347,ENTR-VAS-POST-0347,120347,3,36,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120348,202609,BILL-120348,ENTR-VAS-POST-0348,120348,3,37,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120349,202609,BILL-120349,ENTR-VAS-POST-0349,120349,3,38,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,M
120350,202609,BILL-120350,ENTR-VAS-POST-0350,120350,3,39,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-14T23:00:00,synthetic-seeder,F
120401,202609,BILL-120401,ENTR-VAS-POST-0401,120401,2,26,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120402,202609,BILL-120402,ENTR-VAS-POST-0402,120402,2,27,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120403,202609,BILL-120403,ENTR-VAS-POST-0403,120403,2,28,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120404,202609,BILL-120404,ENTR-VAS-POST-0404,120404,2,29,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120405,202609,BILL-120405,ENTR-VAS-POST-0405,120405,3,30,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120406,202609,BILL-120406,ENTR-VAS-POST-0406,120406,3,31,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120407,202609,BILL-120407,ENTR-VAS-POST-0407,120407,3,32,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120408,202609,BILL-120408,ENTR-VAS-POST-0408,120408,3,33,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120409,202609,BILL-120409,ENTR-VAS-POST-0409,120409,3,34,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120410,202609,BILL-120410,ENTR-VAS-POST-0410,120410,3,35,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120411,202609,BILL-120411,ENTR-VAS-POST-0411,120411,3,36,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120412,202609,BILL-120412,ENTR-VAS-POST-0412,120412,3,37,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120413,202609,BILL-120413,ENTR-VAS-POST-0413,120413,3,38,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120414,202609,BILL-120414,ENTR-VAS-POST-0414,120414,3,39,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120415,202609,BILL-120415,ENTR-VAS-POST-0415,120415,4,40,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120416,202609,BILL-120416,ENTR-VAS-POST-0416,120416,4,41,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120417,202609,BILL-120417,ENTR-VAS-POST-0417,120417,4,42,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120418,202609,BILL-120418,ENTR-VAS-POST-0418,120418,4,43,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120419,202609,BILL-120419,ENTR-VAS-POST-0419,120419,4,44,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120420,202609,BILL-120420,ENTR-VAS-POST-0420,120420,4,45,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120421,202609,BILL-120421,ENTR-VAS-POST-0421,120421,4,46,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120422,202609,BILL-120422,ENTR-VAS-POST-0422,120422,4,47,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120423,202609,BILL-120423,ENTR-VAS-POST-0423,120423,4,48,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120424,202609,BILL-120424,ENTR-VAS-POST-0424,120424,4,49,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120425,202609,BILL-120425,ENTR-VAS-POST-0425,120425,5,50,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120426,202609,BILL-120426,ENTR-VAS-POST-0426,120426,5,51,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120427,202609,BILL-120427,ENTR-VAS-POST-0427,120427,5,52,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120428,202609,BILL-120428,ENTR-VAS-POST-0428,120428,5,53,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120429,202609,BILL-120429,ENTR-VAS-POST-0429,120429,5,54,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120430,202609,BILL-120430,ENTR-VAS-POST-0430,120430,5,55,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120431,202609,BILL-120431,ENTR-VAS-POST-0431,120431,5,56,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120432,202609,BILL-120432,ENTR-VAS-POST-0432,120432,5,57,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120433,202609,BILL-120433,ENTR-VAS-POST-0433,120433,5,58,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120434,202609,BILL-120434,ENTR-VAS-POST-0434,120434,5,59,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
120435,202609,BILL-120435,ENTR-VAS-POST-0435,120435,6,60,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,M
120436,202609,BILL-120436,ENTR-VAS-POST-0436,120436,2,25,5G-STD-01,5G 스탠다드,A,20230801,12100,0,87100,2026-09-15T23:00:00,synthetic-seeder,F
