P_YYYYMMDD,CZ_LNK_KEY,BASE_DT,CALL_ID,CALL_CRTE_DTTM,CUST_CNSL_TM,STT_TXT_CNTN,INQU_CNTN,CSLR_PRSS_CNTN,CNSL_ALL_SMRY_CNTN,CUST_SNMT_NM,CNSL_SBJC_TIT_NM,CNSL_SCLS_CD,CNSL_THMA_NM,ENTR_NO,CUST_NO,BQ_LOAD_DTTM,BQ_LOAD_USER_ID
2026-09-09,210063,20260909,CALL-PAY-B-0063,2026-09-09T21:00:00,363,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0063,210063,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210064,20260910,CALL-PAY-B-0064,2026-09-10T21:00:00,364,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0064,210064,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210065,20260907,CALL-PAY-B-0065,2026-09-07T21:00:00,365,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0065,210065,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210066,20260908,CALL-PAY-B-0066,2026-09-08T21:00:00,366,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0066,210066,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210067,20260909,CALL-PAY-B-0067,2026-09-09T21:00:00,367,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0067,210067,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210068,20260910,CALL-PAY-B-0068,2026-09-10T21:00:00,368,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0068,210068,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210069,20260907,CALL-PAY-B-0069,2026-09-07T21:00:00,369,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0069,210069,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210070,20260908,CALL-PAY-B-0070,2026-09-08T21:00:00,370,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0070,210070,2026-09-08T23:00:00,synthetic-seeder
2026-09-09,210071,20260909,CALL-PAY-B-0071,2026-09-09T21:00:00,371,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0071,210071,2026-09-09T23:00:00,synthetic-seeder
2026-09-10,210072,20260910,CALL-PAY-B-0072,2026-09-10T21:00:00,372,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0072,210072,2026-09-10T23:00:00,synthetic-seeder
2026-09-07,210073,20260907,CALL-PAY-B-0073,2026-09-07T21:00:00,373,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0073,210073,2026-09-07T23:00:00,synthetic-seeder
2026-09-08,210074,20260908,CALL-PAY-B-0074,2026-09-08T21:00:00,374,한도 변경을 여러 번 했는데 동의 화면에서 계속 막혀요.,소액결제 한도 변경 실패 문의,상담원이 본인 확인 후 한도 변경 처리,동의 단계 이후 한도 변경이 완료되지 않아 문의함,불만,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-BASELINE-0074,210074,2026-09-08T23:00:00,synthetic-seeder
2026-09-11,120001,20260911,CALL-VAS-P-1-001,2026-09-11T20:01:00,221,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0001,120001,2026-09-11T22:01:00,synthetic-seeder
2026-09-11,120002,20260911,CALL-VAS-P-1-002,2026-09-11T20:02:00,222,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0002,120002,2026-09-11T22:02:00,synthetic-seeder
2026-09-11,120003,20260911,CALL-VAS-P-1-003,2026-09-11T20:03:00,223,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0003,120003,2026-09-11T22:03:00,synthetic-seeder
2026-09-11,120004,20260911,CALL-VAS-P-1-004,2026-09-11T20:04:00,224,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0004,120004,2026-09-11T22:04:00,synthetic-seeder
2026-09-11,120005,20260911,CALL-VAS-P-1-005,2026-09-11T20:05:00,225,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0005,120005,2026-09-11T22:05:00,synthetic-seeder
2026-09-11,120006,20260911,CALL-VAS-P-1-006,2026-09-11T20:06:00,226,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0006,120006,2026-09-11T22:06:00,synthetic-seeder
2026-09-11,120007,20260911,CALL-VAS-P-1-007,2026-09-11T20:07:00,227,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0007,120007,2026-09-11T22:07:00,synthetic-seeder
2026-09-11,120008,20260911,CALL-VAS-P-1-008,2026-09-11T20:08:00,228,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0008,120008,2026-09-11T22:08:00,synthetic-seeder
2026-09-11,120009,20260911,CALL-VAS-P-1-009,2026-09-11T20:09:00,229,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0009,120009,2026-09-11T22:09:00,synthetic-seeder
2026-09-12,120101,20260912,CALL-VAS-P-2-001,2026-09-12T20:01:00,221,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0101,120101,2026-09-12T22:01:00,synthetic-seeder
2026-09-12,120102,20260912,CALL-VAS-P-2-002,2026-09-12T20:02:00,222,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0102,120102,2026-09-12T22:02:00,synthetic-seeder
2026-09-12,120103,20260912,CALL-VAS-P-2-003,2026-09-12T20:03:00,223,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0103,120103,2026-09-12T22:03:00,synthetic-seeder
2026-09-12,120104,20260912,CALL-VAS-P-2-004,2026-09-12T20:04:00,224,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0104,120104,2026-09-12T22:04:00,synthetic-seeder
2026-09-12,120105,20260912,CALL-VAS-P-2-005,2026-09-12T20:05:00,225,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0105,120105,2026-09-12T22:05:00,synthetic-seeder
2026-09-12,120106,20260912,CALL-VAS-P-2-006,2026-09-12T20:06:00,226,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0106,120106,2026-09-12T22:06:00,synthetic-seeder
2026-09-12,120107,20260912,CALL-VAS-P-2-007,2026-09-12T20:07:00,227,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0107,120107,2026-09-12T22:07:00,synthetic-seeder
2026-09-12,120108,20260912,CALL-VAS-P-2-008,2026-09-12T20:08:00,228,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0108,120108,2026-09-12T22:08:00,synthetic-seeder
2026-09-13,120201,20260913,CALL-VAS-P-3-001,2026-09-13T20:01:00,221,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0201,120201,2026-09-13T22:01:00,synthetic-seeder
2026-09-13,120202,20260913,CALL-VAS-P-3-002,2026-09-13T20:02:00,222,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0202,120202,2026-09-13T22:02:00,synthetic-seeder
2026-09-13,120203,20260913,CALL-VAS-P-3-003,2026-09-13T20:03:00,223,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0203,120203,2026-09-13T22:03:00,synthetic-seeder
2026-09-13,120204,20260913,CALL-VAS-P-3-004,2026-09-13T20:04:00,224,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0204,120204,2026-09-13T22:04:00,synthetic-seeder
2026-09-13,120205,20260913,CALL-VAS-P-3-005,2026-09-13T20:05:00,225,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0205,120205,2026-09-13T22:05:00,synthetic-seeder
2026-09-13,120206,20260913,CALL-VAS-P-3-006,2026-09-13T20:06:00,226,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0206,120206,2026-09-13T22:06:00,synthetic-seeder
2026-09-13,120207,20260913,CALL-VAS-P-3-007,2026-09-13T20:07:00,227,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0207,120207,2026-09-13T22:07:00,synthetic-seeder
2026-09-14,120301,20260914,CALL-VAS-P-4-001,2026-09-14T20:01:00,221,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0301,120301,2026-09-14T22:01:00,synthetic-seeder
2026-09-14,120302,20260914,CALL-VAS-P-4-002,2026-09-14T20:02:00,222,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0302,120302,2026-09-14T22:02:00,synthetic-seeder
2026-09-14,120303,20260914,CALL-VAS-P-4-003,2026-09-14T20:03:00,223,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0303,120303,2026-09-14T22:03:00,synthetic-seeder
2026-09-14,120304,20260914,CALL-VAS-P-4-004,2026-09-14T20:04:00,224,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0304,120304,2026-09-14T22:04:00,synthetic-seeder
2026-09-14,120305,20260914,CALL-VAS-P-4-005,2026-09-14T20:05:00,225,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0305,120305,2026-09-14T22:05:00,synthetic-seeder
2026-09-14,120306,20260914,CALL-VAS-P-4-006,2026-09-14T20:06:00,226,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0306,120306,2026-09-14T22:06:00,synthetic-seeder
2026-09-15,120401,20260915,CALL-VAS-P-5-001,2026-09-15T20:01:00,221,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0401,120401,2026-09-15T22:01:00,synthetic-seeder
2026-09-15,120402,20260915,CALL-VAS-P-5-002,2026-09-15T20:02:00,222,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0402,120402,2026-09-15T22:02:00,synthetic-seeder
2026-09-15,120403,20260915,CALL-VAS-P-5-003,2026-09-15T20:03:00,223,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0403,120403,2026-09-15T22:03:00,synthetic-seeder
2026-09-15,120404,20260915,CALL-VAS-P-5-004,2026-09-15T20:04:00,224,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0404,120404,2026-09-15T22:04:00,synthetic-seeder
2026-09-15,120405,20260915,CALL-VAS-P-5-005,2026-09-15T20:05:00,225,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0405,120405,2026-09-15T22:05:00,synthetic-seeder
2026-09-16,120501,20260916,CALL-VAS-P-6-001,2026-09-16T20:01:00,221,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0501,120501,2026-09-16T22:01:00,synthetic-seeder
2026-09-16,120502,20260916,CALL-VAS-P-6-002,2026-09-16T20:02:00,222,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0502,120502,2026-09-16T22:02:00,synthetic-seeder
2026-09-16,120503,20260916,CALL-VAS-P-6-003,2026-09-16T20:03:00,223,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0503,120503,2026-09-16T22:03:00,synthetic-seeder
2026-09-16,120504,20260916,CALL-VAS-P-6-004,2026-09-16T20:04:00,224,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0504,120504,2026-09-16T22:04:00,synthetic-seeder
2026-09-17,120601,20260917,CALL-VAS-P-7-001,2026-09-17T20:01:00,221,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0601,120601,2026-09-17T22:01:00,synthetic-seeder
2026-09-17,120602,20260917,CALL-VAS-P-7-002,2026-09-17T20:02:00,222,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0602,120602,2026-09-17T22:02:00,synthetic-seeder
2026-09-17,120603,20260917,CALL-VAS-P-7-003,2026-09-17T20:03:00,223,부가서비스 메뉴 이동 방법을 문의합니다.,부가서비스 조회/해지 메뉴 위치 문의,상담원이 바로가기 경로 안내,앱 메뉴 위치를 찾지 못해 문의함,불편,부가서비스 해지,VAS-MENU-01,부가서비스 조회/해지,ENTR-VAS-POST-0603,120603,2026-09-17T22:03:00,synthetic-seeder
2026-09-11,220005,20260911,CALL-PAY-P-1-005,2026-09-11T20:01:00,261,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0005,220005,2026-09-11T22:01:00,synthetic-seeder
2026-09-11,220006,20260911,CALL-PAY-P-1-006,2026-09-11T20:02:00,262,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0006,220006,2026-09-11T22:02:00,synthetic-seeder
2026-09-11,220007,20260911,CALL-PAY-P-1-007,2026-09-11T20:03:00,263,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0007,220007,2026-09-11T22:03:00,synthetic-seeder
2026-09-11,220008,20260911,CALL-PAY-P-1-008,2026-09-11T20:04:00,264,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0008,220008,2026-09-11T22:04:00,synthetic-seeder
2026-09-11,220019,20260911,CALL-PAY-P-1-019,2026-09-11T20:05:00,265,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0019,220019,2026-09-11T22:05:00,synthetic-seeder
2026-09-11,220020,20260911,CALL-PAY-P-1-020,2026-09-11T20:06:00,266,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0020,220020,2026-09-11T22:06:00,synthetic-seeder
2026-09-11,220021,20260911,CALL-PAY-P-1-021,2026-09-11T20:07:00,267,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0021,220021,2026-09-11T22:07:00,synthetic-seeder
2026-09-11,220022,20260911,CALL-PAY-P-1-022,2026-09-11T20:08:00,268,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0022,220022,2026-09-11T22:08:00,synthetic-seeder
2026-09-11,220023,20260911,CALL-PAY-P-1-023,2026-09-11T20:09:00,269,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0023,220023,2026-09-11T22:09:00,synthetic-seeder
2026-09-11,220024,20260911,CALL-PAY-P-1-024,2026-09-11T20:10:00,270,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0024,220024,2026-09-11T22:10:00,synthetic-seeder
2026-09-11,220025,20260911,CALL-PAY-P-1-025,2026-09-11T20:11:00,271,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0025,220025,2026-09-11T22:11:00,synthetic-seeder
2026-09-11,220026,20260911,CALL-PAY-P-1-026,2026-09-11T20:12:00,272,한도 변경 과정에서 동의 단계를 완료하지 못했어요.,소액결제 한도 변경 실패 문의,상담원이 동의 단계와 본인인증 안내,동의 단계 이후 변경이 완료되지 않아 문의함,불편,소액결제 한도 변경,PAY-LIMIT-01,소액결제 한도,ENTR-PAYMENT-POST-0026,220026,2026-09-11T22:12:00,synthetic-seeder
